id,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
3851,28, Private,132326, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States
3852,20, State-gov,231931, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States
3853,30, Private,85374, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,45, United-States
3854,44, Self-emp-inc,144778, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,8614,0,50, United-States
3855,35, Private,37655, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,60, United-States
3856,17, Private,35603, 12th,8, Never-married, Sales, Own-child, White, Female,0,0,20, United-States
3857,39, Private,118286, Some-college,10, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States
3858,22, ?,140001, HS-grad,9, Never-married, ?, Own-child, White, Male,0,0,40, United-States
3859,50, State-gov,141608, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,30, United-States
3860,51, Local-gov,181132, Masters,14, Separated, Prof-specialty, Not-in-family, White, Male,0,0,39, United-States
3861,65, Private,200408, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States
3862,26, Private,311743, HS-grad,9, Separated, Other-service, Unmarried, White, Female,0,0,39, United-States
3863,47, Private,95155, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,43, United-States
3864,48, ?,222478, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,20, United-States
3865,49, Private,140782, 10th,6, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States
3866,31, Private,176244, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35, United-States
3867,37, Private,160916, 7th-8th,4, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States
3868,37, Private,188571, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
3869,26, Private,210521, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, United-States
3870,50, Private,178946, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States
3871,34, Self-emp-not-inc,236391, 11th,7, Married-civ-spouse, Sales, Wife, White, Female,0,0,30, United-States
3872,44, Private,238574, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States
3873,21, Private,96061, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States
3874,62, Private,200834, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States
3875,29, Private,115549, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,2635,0,40, United-States
3876,66, Self-emp-not-inc,34218, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States
3877,45, State-gov,62726, Some-college,10, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States
3878,45, Private,37718, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
3879,25, Private,68302, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
3880,42, Local-gov,226902, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States
3881,59, Private,164970, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,60, United-States
3882,59, Private,258883, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
3883,17, Private,272372, 11th,7, Never-married, Adm-clerical, Own-child, White, Female,0,0,7, United-States
3884,46, Private,209739, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,46, United-States
3885,29, State-gov,237028, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States
3886,24, Private,321435, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,35, United-States
3887,42, Private,152629, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States
3888,28, Private,161155, Some-college,10, Never-married, Craft-repair, Unmarried, White, Male,0,0,48, United-States
3889,25, Private,391591, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States
3890,25, Private,31657, Assoc-voc,11, Separated, Other-service, Not-in-family, White, Female,0,0,34, United-States
3891,28, Private,193122, HS-grad,9, Divorced, Sales, Other-relative, White, Male,0,0,50, United-States
3892,43, Private,182521, Prof-school,15, Divorced, Prof-specialty, Unmarried, White, Female,15020,0,35, United-States
3893,29, Private,255187, Some-college,10, Never-married, Tech-support, Unmarried, Black, Female,0,0,40, United-States
3894,23, State-gov,26842, Assoc-voc,11, Married-AF-spouse, Adm-clerical, Wife, White, Female,0,0,30, United-States
3895,39, Private,96564, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States
3896,26, Private,278916, Some-college,10, Separated, Handlers-cleaners, Own-child, Black, Male,0,0,20, United-States
3897,17, Private,111593, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,8, United-States
3898,29, Private,309778, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States
3899,51, Private,91506, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,7688,0,40, United-States
3900,18, Private,152508, 11th,7, Married-civ-spouse, Sales, Wife, Other, Female,0,0,20, United-States
3901,22, Private,272591, 10th,6, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,30, United-States
3902,32, Private,107142, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,5013,0,50, United-States
3903,36, Private,37778, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States
3904,35, Local-gov,297322, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States
3905,27, Private,201017, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,80, United-States
3906,26, Private,138537, 11th,7, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,50, United-States
3907,31, Private,85374, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,42, United-States
3908,24, Private,187031, Masters,14, Never-married, Sales, Unmarried, Black, Female,0,0,38, United-States
3909,40, Local-gov,99666, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,55, United-States
3910,33, Private,161035, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,49, United-States
3911,41, Private,121201, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
3912,34, Local-gov,362775, 10th,6, Married-civ-spouse, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,30, United-States
3913,22, ?,356286, HS-grad,9, Never-married, ?, Own-child, Black, Male,0,0,10, United-States
3914,45, State-gov,28171, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
3915,28, Private,173858, HS-grad,9, Never-married, Craft-repair, Other-relative, Asian-Pac-Islander, Male,0,0,35, China
3916,29, Private,154571, Some-college,10, Never-married, Craft-repair, Other-relative, Asian-Pac-Islander, Male,0,0,40, ?
3917,31, State-gov,228446, Some-college,10, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States
3918,52, Private,172511, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,36, United-States
3919,35, Private,153832, Assoc-voc,11, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States
3920,45, Private,281574, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,6849,0,43, United-States
3921,45, Self-emp-not-inc,181307, Doctorate,16, Separated, Prof-specialty, Not-in-family, White, Male,0,1408,40, United-States
3922,32, Private,80945, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Nicaragua
3923,37, Private,135089, Some-college,10, Divorced, Other-service, Unmarried, White, Female,0,0,56, United-States
3924,22, Private,61850, Masters,14, Never-married, Sales, Other-relative, White, Female,0,0,21, United-States
3925,33, ?,274800, HS-grad,9, Separated, ?, Own-child, Black, Female,0,0,40, United-States
3926,28, Local-gov,134890, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States
3927,36, Self-emp-inc,173968, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
3928,52, Private,101113, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,66, United-States
3929,47, ?,80451, 7th-8th,4, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States
3930,27, ?,214695, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,0,30, United-States
3931,20, Private,178390, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States
3932,21, Private,214399, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,1721,24, United-States
3933,39, Private,114942, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,43, United-States
3934,66, Self-emp-not-inc,198766, HS-grad,9, Widowed, Sales, Not-in-family, White, Male,0,0,40, United-States
3935,49, Self-emp-inc,65535, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States
3936,17, Private,187879, 9th,5, Never-married, Other-service, Not-in-family, White, Male,0,0,50, United-States
3937,43, Private,60001, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States
3938,29, Private,211208, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,99, United-States
3939,18, Private,176653, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,26, United-States
3940,34, Self-emp-not-inc,192900, Some-college,10, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,35, United-States
3941,31, Private,118551, HS-grad,9, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States
3942,37, Private,216149, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States
3943,33, Private,198103, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States
3944,64, Private,170645, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,2105,0,40, United-States
3945,21, Private,227307, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,43, United-States
3946,49, Private,390746, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1672,45, Ireland
3947,45, Private,213140, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,52, United-States
3948,53, Private,295896, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States
3949,48, Private,102202, HS-grad,9, Divorced, Sales, Unmarried, White, Female,0,0,50, United-States
3950,33, Private,226296, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,1672,50, United-States
3951,19, Private,323054, HS-grad,9, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,30, United-States
3952,45, Private,196638, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,45, United-States
3953,23, Private,43535, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,24, United-States
3954,61, Local-gov,176671, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,30, United-States
3955,42, Private,180985, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,52, United-States
3956,21, Private,416103, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States
3957,18, Private,220754, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,24, United-States
3958,28, Private,193868, Bachelors,13, Never-married, Tech-support, Own-child, White, Male,0,0,50, United-States
3959,46, Local-gov,349986, Bachelors,13, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States
3960,37, Private,73199, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, United-States
3961,53, Self-emp-inc,99185, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,80, Greece
3962,43, Private,249039, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,36, United-States
3963,60, Self-emp-not-inc,359988, Some-college,10, Married-civ-spouse, Other-service, Wife, White, Female,0,0,12, United-States
3964,45, Private,159080, HS-grad,9, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,15, United-States
3965,24, Private,84319, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States
3966,45, Private,107231, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States
3967,53, Private,186224, Assoc-voc,11, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,35, United-States
3968,50, Private,237868, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,1887,55, United-States
3969,42, Private,445382, Assoc-acdm,12, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States
3970,21, Private,259351, HS-grad,9, Never-married, Other-service, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, Mexico
3971,63, ?,176827, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,30, United-States
3972,22, ?,261881, 11th,7, Never-married, ?, Other-relative, Black, Female,0,0,15, United-States
3973,26, Private,195636, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,55, United-States
3974,69, Self-emp-not-inc,30951, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, United-States
3975,55, Private,128045, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States
3976,64, Private,268965, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,22, United-States
3977,42, Private,261929, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States
3978,50, Private,82566, Masters,14, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States
3979,43, Self-emp-not-inc,37869, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, United-States
3980,24, Self-emp-not-inc,49154, 11th,7, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States
3981,34, Private,737315, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, United-States
3982,26, Private,167350, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States
3983,61, Private,181200, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,1564,40, United-States
3984,33, Private,183778, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
3985,40, Private,168294, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
3986,30, Private,140612, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2051,40, United-States
3987,46, Private,175622, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States
3988,17, Private,323164, 10th,6, Never-married, Craft-repair, Own-child, Other, Female,0,0,35, El-Salvador
3989,49, Self-emp-inc,182211, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
3990,45, Private,125892, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,60, United-States
3991,46, Private,157857, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States
3992,43, Private,107503, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States
3993,42, Private,221947, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States
3994,24, Private,433580, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States
3995,34, Private,159589, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,2051,40, United-States
3996,35, Federal-gov,112008, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Germany
3997,40, Private,144928, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,7298,0,40, United-States
3998,34, Private,118901, HS-grad,9, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States
3999,35, Private,187625, Some-college,10, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States
4000,42, Private,388725, Masters,14, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States
4001,43, Federal-gov,117022, Assoc-voc,11, Divorced, Handlers-cleaners, Unmarried, Black, Male,0,1726,40, United-States
4002,30, Private,203034, Assoc-voc,11, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,0,40, United-States
4003,44, Self-emp-inc,57233, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
4004,66, Self-emp-not-inc,163726, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,10, United-States
4005,68, Private,146011, HS-grad,9, Widowed, Craft-repair, Not-in-family, White, Female,3273,0,42, United-States
4006,42, Private,188465, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,25, United-States
4007,34, Private,284629, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
4008,17, Private,219199, 10th,6, Never-married, Other-service, Own-child, Black, Male,0,0,15, United-States
4009,52, Private,228516, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States
4010,30, Private,187560, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States
4011,24, Private,174845, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States
4012,26, Private,320465, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States
4013,63, ?,156158, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,16, United-States
4014,32, Private,244200, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, Puerto-Rico
4015,26, Private,216842, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,10, United-States
4016,31, Local-gov,275369, Some-college,10, Never-married, Protective-serv, Not-in-family, Black, Male,0,0,40, United-States
4017,36, Self-emp-not-inc,278553, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Black, Male,15024,0,75, United-States
4018,56, Self-emp-inc,142076, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States
4019,28, Private,336951, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
4020,51, Private,76044, Masters,14, Divorced, Prof-specialty, Unmarried, Other, Male,4787,0,35, Mexico
4021,19, Private,188618, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,24, United-States
4022,64, Private,186731, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States
4023,43, Private,208045, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States
4024,21, ?,117222, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States
4025,31, Private,164461, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,73, United-States
4026,49, Local-gov,371886, Assoc-voc,11, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,56, United-States
4027,22, Private,54164, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,14084,0,60, United-States
4028,40, Private,30412, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States
4029,44, Private,328581, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
4030,24, Private,143436, Bachelors,13, Never-married, Prof-specialty, Own-child, Other, Female,0,0,10, ?
4031,38, Private,172538, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States
4032,81, Self-emp-not-inc,108604, 10th,6, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States
4033,29, Private,197382, 11th,7, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States
4034,35, Self-emp-not-inc,222450, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Mexico
4035,32, Private,154981, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,65, United-States
4036,27, Private,257033, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,60, United-States
4037,21, ?,202989, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,80, United-States
4038,34, Private,334744, Masters,14, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States
4039,31, Private,122612, Bachelors,13, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, South
4040,60, Private,23063, 7th-8th,4, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
4041,36, Private,46756, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States
4042,48, Federal-gov,265386, Assoc-acdm,12, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States
4043,54, Local-gov,180427, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States
4044,27, Private,169557, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,6849,0,40, United-States
4045,20, ?,33860, Some-college,10, Never-married, ?, Not-in-family, Amer-Indian-Eskimo, Female,0,0,28, United-States
4046,39, Private,370032, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States
4047,29, Private,97165, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States
4048,47, Private,200734, HS-grad,9, Separated, Priv-house-serv, Not-in-family, Black, Female,0,0,50, Nicaragua
4049,43, Private,67339, Bachelors,13, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,15, United-States
4050,45, Private,166863, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
4051,29, Private,158096, Bachelors,13, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States
4052,36, Private,33435, Assoc-voc,11, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States
4053,64, Local-gov,210464, Masters,14, Widowed, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States
4054,31, Private,31286, Assoc-voc,11, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States
4055,55, Private,236731, 1st-4th,2, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Dominican-Republic
4056,23, Private,315476, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,30, United-States
4057,23, Private,305609, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,52, United-States
4058,22, ?,145964, HS-grad,9, Never-married, ?, Unmarried, White, Male,0,0,40, United-States
4059,47, Private,34307, Some-college,10, Separated, Other-service, Not-in-family, White, Female,0,0,35, United-States
4060,50, Private,116814, HS-grad,9, Widowed, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States
4061,20, Private,162164, Some-college,10, Never-married, Priv-house-serv, Own-child, White, Female,0,0,45, United-States
4062,47, Private,175958, Some-college,10, Separated, Other-service, Not-in-family, White, Male,0,0,21, United-States
4063,52, Private,288353, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,99999,0,48, United-States
4064,23, Private,213734, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States
4065,50, Private,22418, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
4066,32, Private,261319, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States
4067,47, Private,154117, HS-grad,9, Separated, Craft-repair, Other-relative, White, Female,0,0,40, United-States
4068,22, Private,190457, 10th,6, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States
4069,47, Private,168330, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,2829,0,40, United-States
4070,45, Private,105431, HS-grad,9, Divorced, Farming-fishing, Unmarried, Black, Female,0,0,39, United-States
4071,33, Local-gov,107793, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States
4072,51, Self-emp-not-inc,181139, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
4073,29, Private,97254, 11th,7, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,4101,0,40, United-States
4074,19, Private,456736, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,2907,0,30, United-States
4075,37, Private,86308, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,40, Philippines
4076,39, Self-emp-not-inc,41017, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, United-States
4077,18, ?,35855, 11th,7, Never-married, ?, Own-child, White, Male,0,0,30, United-States
4078,37, Private,33001, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
4079,63, Private,199888, HS-grad,9, Divorced, Adm-clerical, Other-relative, White, Female,0,0,40, United-States
4080,84, ?,163443, 7th-8th,4, Widowed, ?, Not-in-family, White, Male,0,0,3, United-States
4081,31, Private,158291, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States
4082,30, Private,176064, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,0,0,55, United-States
4083,19, ?,35507, Some-college,10, Never-married, ?, Own-child, White, Female,1055,0,40, United-States
4084,30, Private,159123, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States
4085,19, ?,234877, 11th,7, Never-married, ?, Own-child, White, Male,0,0,40, United-States
4086,23, Private,231866, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States
4087,62, Local-gov,242341, Some-college,10, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States
4088,35, Federal-gov,413930, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
4089,31, Private,178664, Some-college,10, Divorced, Other-service, Not-in-family, White, Female,0,0,30, United-States
4090,50, Private,176773, Preschool,1, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, Haiti
4091,25, Private,144301, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,30, United-States
4092,65, Federal-gov,190160, Some-college,10, Widowed, Adm-clerical, Not-in-family, White, Male,0,1944,20, Poland
4093,18, Private,310175, 12th,8, Never-married, Other-service, Own-child, White, Female,0,0,12, United-States
4094,47, Private,188694, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,45, United-States
4095,36, Private,86143, Assoc-voc,11, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States
4096,33, ?,32207, HS-grad,9, Divorced, ?, Not-in-family, White, Male,0,0,75, United-States
4097,57, Private,104724, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
4098,39, Self-emp-inc,91039, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,45, United-States
4099,20, Private,198478, HS-grad,9, Never-married, Farming-fishing, Other-relative, White, Male,0,0,40, United-States
4100,18, Private,122988, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States
4101,55, Self-emp-not-inc,204502, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States
4102,42, Self-emp-not-inc,103759, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States
4103,53, Private,177063, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States
4104,40, Private,112247, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States
